Price,year,company,name,kms_driven
3900,2013,lincoln,zephyr,209518
27995,2015,chevrolet,z71,127627
32990,2015,bmw,z4 sdrive35i roadster 2d,29995
22500,2014,bmw,z4,64880
22999,2014,bmw,z4,64880
29900,2016,bmw,z4,57122
29991,2016,bmw,z4,36780
17695,2014,gmc,yukonyukon,126000
34590,2016,gmc,yukon xl slt sport utility,72518
37990,2017,gmc,yukon xl slt sport utility,35799
38990,2017,gmc,yukon xl slt sport utility,34308
37990,2018,gmc,yukon xl slt sport utility,51725
43990,2019,gmc,yukon xl slt sport utility,41792
40590,2019,gmc,yukon xl slt sport utility,42570
42590,2019,gmc,yukon xl slt sport utility,41792
41990,2019,gmc,yukon xl slt sport utility,41792
52990,2020,gmc,yukon xl slt sport utility,8851
52990,2020,gmc,yukon xl slt sport utility,23536
53990,2020,gmc,yukon xl slt sport utility,12448
52990,2020,gmc,yukon xl slt sport utility,23979
52988,2019,gmc,yukon xl slt automatic,26270
50988,2019,gmc,yukon xl slt automatic,25420
48999,2018,gmc,yukon xl slt 4x4 gas suv,25638
44999,2019,gmc,yukon xl slt 4x4 gas suv,50924
20990,2013,gmc,yukon xl slt 4x4,103210
34994,2016,gmc,yukon xl slt 4x4,89117
32500,2017,gmc,yukon xl slt 4x4,103000
15999,2013,gmc,yukon xl slt 4wd,143431
42695,2019,gmc,yukon xl slt 4d sport utility automatic,49081
19500,2013,gmc,yukon xl slt 1500,106000
15995,2013,gmc,yukon xl slt 1500,138649
17500,2013,gmc,yukon xl slt 1500,129000
34500,2017,gmc,yukon xl slt 1500,87298
42000,2017,gmc,yukon xl slt 1500,47826
16400,2013,gmc,yukon xl slt,126500
12999,2013,gmc,yukon xl slt,185322
6500,2013,gmc,yukon xl slt,287000
20388,2014,gmc,yukon xl slt,88945
36000,2015,gmc,yukon xl slt,83000
28999,2015,gmc,yukon xl slt,117551
38998,2016,gmc,yukon xl slt,76467
38995,2016,gmc,yukon xl slt,70556
32488,2016,gmc,yukon xl slt,92941
32990,2017,gmc,yukon xl slt,91497
42500,2018,gmc,yukon xl slt,64580
650,2019,gmc,yukon xl slt,44495
43991,2019,gmc,yukon xl slt,47913
40677,2019,gmc,yukon xl slt,37464
45480,2019,gmc,yukon xl slt,44495
44998,2019,gmc,yukon xl slt,39034
15882,2015,gmc,yukon xl sle,178415
39445,2018,gmc,yukon xl sle,43784
43499,2020,gmc,yukon xl sle,11434
46990,2017,gmc,yukon xl denali sport,62277
43990,2017,gmc,yukon xl denali sport,77656
45590,2017,gmc,yukon xl denali sport,62277
47990,2018,gmc,yukon xl denali sport,68976
49990,2019,gmc,yukon xl denali sport,64541
54990,2019,gmc,yukon xl denali sport,39438
19700,2014,gmc,yukon xl denali awd,149182
61999,2019,gmc,yukon xl denali 4x4 gas suv,19845
47495,2017,gmc,yukon xl denali 4x4 4dr suv,51031
47995,2017,gmc,yukon xl denali 4x4 4dr suv,51031
43995,2016,gmc,yukon xl denali 4x4,66808
55116,2019,gmc,yukon xl denali 4wd,47633
40491,2016,gmc,yukon xl denali 4d sport utility automatic,80480
42499,2017,gmc,yukon xl denali 2wd,70571
18995,2013,gmc,yukon xl denali,146043
16900,2013,gmc,yukon xl denali,147359
19999,2013,gmc,yukon xl denali,150338
17000,2013,gmc,yukon xl denali,138000
22900,2014,gmc,yukon xl denali,130298
20990,2014,gmc,yukon xl denali,155302
28500,2014,gmc,yukon xl denali,79500
39000,2015,gmc,yukon xl denali,84500
28000,2015,gmc,yukon xl denali,158148
28995,2015,gmc,yukon xl denali,120936
38995,2015,gmc,yukon xl denali,69827
34500,2015,gmc,yukon xl denali,76452
35000,2015,gmc,yukon xl denali,86400
668,2015,gmc,yukon xl denali,63621
32500,2015,gmc,yukon xl denali,38156
31500,2015,gmc,yukon xl denali,114254
41490,2016,gmc,yukon xl denali,71873
59500,2016,gmc,yukon xl denali,15124
43000,2016,gmc,yukon xl denali,55000
40400,2016,gmc,yukon xl denali,80900
35995,2016,gmc,yukon xl denali,109680
38500,2016,gmc,yukon xl denali,71000
612,2016,gmc,yukon xl denali,78527
41995,2016,gmc,yukon xl denali,82200
43495,2017,gmc,yukon xl denali,68604
36995,2017,gmc,yukon xl denali,114000
45897,2017,gmc,yukon xl denali,84832
714,2018,gmc,yukon xl denali,34365
54722,2018,gmc,yukon xl denali,33639
51950,2018,gmc,yukon xl denali,43949
49900,2018,gmc,yukon xl denali,51250
50950,2018,gmc,yukon xl denali,43949
50950,2018,gmc,yukon xl denali,43547
62800,2019,gmc,yukon xl denali,20525
33995,2015,gmc,yukon xl 4x4,87941
66999,2020,gmc,yukon xl 4wd 4dr denali,14046
55999,2020,gmc,yukon xl 2wd 4dr denali,29474
31995,2017,gmc,yukon xl 1500 slt,97027
25000,2015,gmc,yukon xl 1500 sle,112592
21995,2013,gmc,yukon xl 1500,112198
16900,2014,gmc,yukon xl 1500,124189
13995,2014,gmc,yukon xl 1500,181544
32466,2015,gmc,yukon xl 1500,99990
23962,2015,gmc,yukon xl 1500,162622
18000,2013,gmc,yukon xl,89500
19999,2013,gmc,yukon xl,157000
8500,2013,gmc,yukon xl,231000
24995,2013,gmc,yukon xl,91500
15995,2013,gmc,yukon xl,151427
14850,2013,gmc,yukon xl,156000
12800,2013,gmc,yukon xl,148000
19981,2013,gmc,yukon xl,131567
7800,2013,gmc,yukon xl,336706
6500,2013,gmc,yukon xl,287000
7499,2013,gmc,yukon xl,195000
16990,2013,gmc,yukon xl,138748
17995,2013,gmc,yukon xl,89544
19000,2014,gmc,yukon xl,120352
19888,2014,gmc,yukon xl,125811
20995,2014,gmc,yukon xl,107815
18488,2014,gmc,yukon xl,136519
26850,2014,gmc,yukon xl,111362
19631,2014,gmc,yukon xl,125811
20375,2014,gmc,yukon xl,146068
16500,2014,gmc,yukon xl,149300
21500,2014,gmc,yukon xl,104000
14489,2014,gmc,yukon xl,180677
5500,2014,gmc,yukon xl,353200
25250,2014,gmc,yukon xl,98925
20994,2014,gmc,yukon xl,93687
39900,2015,gmc,yukon xl,77850
34995,2015,gmc,yukon xl,106251
38995,2015,gmc,yukon xl,43775
38973,2015,gmc,yukon xl,73667
32000,2015,gmc,yukon xl,104000
38900,2015,gmc,yukon xl,74676
29000,2015,gmc,yukon xl,118500
29995,2015,gmc,yukon xl,136190
29998,2015,gmc,yukon xl,128161
32988,2015,gmc,yukon xl,109000
28500,2015,gmc,yukon xl,115000
668,2015,gmc,yukon xl,63621
35480,2015,gmc,yukon xl,91712
29995,2015,gmc,yukon xl,122000
28500,2015,gmc,yukon xl,106096
32399,2015,gmc,yukon xl,60551
28995,2015,gmc,yukon xl,100933
27995,2015,gmc,yukon xl,98459
28995,2015,gmc,yukon xl,111436
28488,2015,gmc,yukon xl,152096
33337,2015,gmc,yukon xl,87103
35988,2015,gmc,yukon xl,80867
27500,2015,gmc,yukon xl,139418
33950,2015,gmc,yukon xl,73000
29788,2015,gmc,yukon xl,72842
24995,2015,gmc,yukon xl,144588
28755,2015,gmc,yukon xl,111125
33800,2015,gmc,yukon xl,111033
31998,2015,gmc,yukon xl,128161
37988,2015,gmc,yukon xl,80867
29974,2015,gmc,yukon xl,101626
29995,2015,gmc,yukon xl,152301
34600,2015,gmc,yukon xl,111033
37499,2015,gmc,yukon xl,50178
34977,2015,gmc,yukon xl,101170
32997,2015,gmc,yukon xl,112705
33150,2015,gmc,yukon xl,60551
37897,2015,gmc,yukon xl,68763
33444,2015,gmc,yukon xl,104479
39900,2015,gmc,yukon xl,50242
29941,2015,gmc,yukon xl,131905
36990,2015,gmc,yukon xl,80586
32995,2015,gmc,yukon xl,99590
31542,2015,gmc,yukon xl,99892
34999,2015,gmc,yukon xl,103666
27995,2015,gmc,yukon xl,135955
31995,2016,gmc,yukon xl,91726
32500,2016,gmc,yukon xl,93549
36995,2016,gmc,yukon xl,95204
31900,2016,gmc,yukon xl,135874
32499,2016,gmc,yukon xl,115128
40995,2016,gmc,yukon xl,61401
30888,2016,gmc,yukon xl,113496
34990,2016,gmc,yukon xl,73865
33000,2016,gmc,yukon xl,83000
34995,2016,gmc,yukon xl,93510
40999,2016,gmc,yukon xl,73600
41977,2016,gmc,yukon xl,79612
34995,2016,gmc,yukon xl,96958
37900,2016,gmc,yukon xl,63554
31995,2016,gmc,yukon xl,104000
41995,2016,gmc,yukon xl,76933
39900,2016,gmc,yukon xl,71605
37998,2016,gmc,yukon xl,73032
37900,2016,gmc,yukon xl,88239
35985,2016,gmc,yukon xl,98790
44551,2016,gmc,yukon xl,60817
32995,2016,gmc,yukon xl,135364
32866,2016,gmc,yukon xl,109427
33995,2016,gmc,yukon xl,91726
29995,2016,gmc,yukon xl,106047
38488,2016,gmc,yukon xl,74840
33777,2017,gmc,yukon xl,101822
34500,2017,gmc,yukon xl,87298
38194,2017,gmc,yukon xl,60416
37879,2017,gmc,yukon xl,85497
44950,2017,gmc,yukon xl,70178
40000,2017,gmc,yukon xl,43650
48990,2017,gmc,yukon xl,59337
32999,2017,gmc,yukon xl,89650
45550,2017,gmc,yukon xl,70178
32990,2017,gmc,yukon xl,126054
43977,2017,gmc,yukon xl,50808
45444,2017,gmc,yukon xl,40422
32000,2017,gmc,yukon xl,96000
40963,2017,gmc,yukon xl,31594
43620,2017,gmc,yukon xl,31594
34500,2017,gmc,yukon xl,87000
46499,2018,gmc,yukon xl,80424
35990,2018,gmc,yukon xl,90523
54900,2018,gmc,yukon xl,34523
46995,2018,gmc,yukon xl,55898
39999,2018,gmc,yukon xl,60978
52375,2018,gmc,yukon xl,45854
43950,2018,gmc,yukon xl,54382
45995,2019,gmc,yukon xl,42669
59000,2019,gmc,yukon xl,13515
44999,2019,gmc,yukon xl,45277
46057,2019,gmc,yukon xl,43386
53194,2019,gmc,yukon xl,33964
45954,2019,gmc,yukon xl,49628
47937,2019,gmc,yukon xl,37218
48180,2019,gmc,yukon xl,29341
47995,2019,gmc,yukon xl,27885
49000,2019,gmc,yukon xl,25816
41988,2019,gmc,yukon xl,43886
27995,2019,gmc,yukon xl,14000
57794,2019,gmc,yukon xl,53665
43499,2020,gmc,yukon xl,11153
50699,2020,gmc,yukon xl,27547
50996,2020,gmc,yukon xl,23944
53977,2020,gmc,yukon xl,24458
68950,2020,gmc,yukon xl,5873
31950,2017,gmc,yukon slt v8 4x4,101000
46395,2019,gmc,yukon slt v8 4x4,48594
36590,2015,gmc,yukon slt sport utility 4d,66542
37990,2017,gmc,yukon slt sport utility 4d,56233
28988,2014,gmc,yukon slt automatic,78217
39999,2017,gmc,yukon slt 4x4 gas suv auto,65989
41999,2017,gmc,yukon slt 4x4 gas suv auto,38952
46999,2018,gmc,yukon slt 4x4 gas suv auto,42504
15995,2014,gmc,yukon slt 4x4,131000
36994,2016,gmc,yukon slt 4x4,84073
37600,2017,gmc,yukon slt 4x4,64611
47550,2019,gmc,yukon slt 4x4,38500
31294,2016,gmc,yukon slt 4wd,87195
36143,2016,gmc,yukon slt 4wd,87195
13999,2013,gmc,yukon slt,199059
13995,2013,gmc,yukon slt,154950
21000,2013,gmc,yukon slt,83350
12000,2013,gmc,yukon slt,115000
1000,2014,gmc,yukon slt,104000
29995,2015,gmc,yukon slt,101479
32500,2015,gmc,yukon slt,103000
34500,2015,gmc,yukon slt,88806
36995,2015,gmc,yukon slt,77670
35600,2015,gmc,yukon slt,62000
35488,2015,gmc,yukon slt,83050
36998,2016,gmc,yukon slt,82773
39900,2016,gmc,yukon slt,49000
32998,2016,gmc,yukon slt,85550
535,2017,gmc,yukon slt,72088
29500,2017,gmc,yukon slt,114122
698,2017,gmc,yukon slt,52655
525,2018,gmc,yukon slt,72600
31990,2015,gmc,yukon sle sport utility 4d,60566
36990,2017,gmc,yukon sle sport utility 4d,39392
36990,2017,gmc,yukon sle sport utility 4d,30209
38990,2017,gmc,yukon sle sport utility 4d,30209
39990,2017,gmc,yukon sle sport utility 4d,28058
35990,2017,gmc,yukon sle sport utility 4d,37415
39990,2017,gmc,yukon sle sport utility 4d,27897
37990,2017,gmc,yukon sle sport utility 4d,36900
39990,2017,gmc,yukon sle sport utility 4d,29950
35990,2017,gmc,yukon sle sport utility 4d,31951
36990,2017,gmc,yukon sle sport utility 4d,28980
39990,2017,gmc,yukon sle sport utility 4d,29461
37990,2017,gmc,yukon sle sport utility 4d,35309
38990,2017,gmc,yukon sle sport utility 4d,30771
37590,2018,gmc,yukon sle sport utility 4d,29759
38590,2018,gmc,yukon sle sport utility 4d,29759
35990,2018,gmc,yukon sle sport utility 4d,27809
41990,2018,gmc,yukon sle sport utility 4d,29759
37590,2018,gmc,yukon sle sport utility 4d,27809
40990,2018,gmc,yukon sle sport utility 4d,26953
37990,2019,gmc,yukon sle sport utility 4d,19437
42590,2020,gmc,yukon sle sport utility 4d,15235
43990,2020,gmc,yukon sle sport utility 4d,15235
30368,2015,gmc,yukon sle automatic,62490
19597,2014,gmc,yukon sle 4wd,120815
18969,2014,gmc,yukon sle 4wd,120815
13995,2013,gmc,yukon sle,140000
25922,2015,gmc,yukon sle,98916
27900,2016,gmc,yukon sle,124372
38800,2017,gmc,yukon sle,43070
35900,2017,gmc,yukon sle,59929
575,2017,gmc,yukon sle,32000
34797,2017,gmc,yukon sle,58003
34997,2017,gmc,yukon sle,58003
34427,2017,gmc,yukon sle,51311
599,2019,gmc,yukon sle,27000
35337,2015,gmc,yukon denali*4wd*dvd*3rd ro,81333
34000,2015,gmc,yukon denali xl awd,114000
17000,2013,gmc,yukon denali xl,84000
39000,2015,gmc,yukon denali xl,73380
31495,2016,gmc,yukon denali xl,142000
47500,2016,gmc,yukon denali xl,80000
35000,2017,gmc,yukon denali xl,94850
43900,2017,gmc,yukon denali xl,74000
39500,2017,gmc,yukon denali xl,94850
43495,2017,gmc,yukon denali xl,68604
44495,2017,gmc,yukon denali xl,68604
799,2018,gmc,yukon denali xl,23000
54000,2018,gmc,yukon denali xl,37000
32500,2017,gmc,yukon denali suv,33000
43990,2017,gmc,yukon denali sport utility,64932
50590,2017,gmc,yukon denali sport utility,35510
43990,2017,gmc,yukon denali sport utility,35014
54990,2019,gmc,yukon denali sport utility,34383
19700,2014,gmc,yukon denali awd,149182
57999,2018,gmc,yukon denali 4x4 gas suv,15990
49999,2018,gmc,yukon denali 4x4 gas suv,55483
61999,2018,gmc,yukon denali 4x4 gas suv,15990
59999,2018,gmc,yukon denali 4x4 gas suv,15990
59999,2019,gmc,yukon denali 4x4 gas suv,30384
64999,2020,gmc,yukon denali 4x4 gas suv,8535
34500,2015,gmc,yukon denali 4x4,124945
34500,2015,gmc,yukon denali 4x4,124781
62961,2019,gmc,yukon denali 4x4,11336
830,2019,gmc,yukon denali 4x4,17000
34761,2015,gmc,yukon denali 4wd,96495
34760,2015,gmc,yukon denali 4wd,96495
41500,2016,gmc,yukon denali 4wd,69729
42000,2017,gmc,yukon denali 4wd,65500
42995,2018,gmc,yukon denali 4wd,85571
33587,2015,gmc,yukon denali 2wd,93154
49999,2017,gmc,yukon denali - 4wd,50000
20724,2013,gmc,yukon denali,129639
17995,2013,gmc,yukon denali,107590
13900,2013,gmc,yukon denali,130000
16895,2013,gmc,yukon denali,158120
26788,2013,gmc,yukon denali,88502
20950,2013,gmc,yukon denali,125808
21995,2013,gmc,yukon denali,103451
21995,2013,gmc,yukon denali,117000
19995,2013,gmc,yukon denali,125000
18754,2013,gmc,yukon denali,146896
20395,2013,gmc,yukon denali,109631
21883,2013,gmc,yukon denali,104544
19995,2013,gmc,yukon denali,124881
20995,2013,gmc,yukon denali,107590
17995,2014,gmc,yukon denali,156925
25995,2014,gmc,yukon denali,78097
42500,2015,gmc,yukon denali,34478
36998,2015,gmc,yukon denali,79320
33000,2015,gmc,yukon denali,105000
35529,2015,gmc,yukon denali,101573
34995,2015,gmc,yukon denali,86419
43998,2015,gmc,yukon denali,51427
34999,2015,gmc,yukon denali,86750
23700,2015,gmc,yukon denali,98000
34750,2015,gmc,yukon denali,76000
29500,2015,gmc,yukon denali,129000
33000,2015,gmc,yukon denali,91000
32995,2015,gmc,yukon denali,130572
36500,2015,gmc,yukon denali,62000
33500,2015,gmc,yukon denali,91000
34500,2015,gmc,yukon denali,124781
34200,2015,gmc,yukon denali,108000
36802,2015,gmc,yukon denali,76080
36489,2015,gmc,yukon denali,97030
47998,2016,gmc,yukon denali,74010
39995,2016,gmc,yukon denali,68939
29000,2016,gmc,yukon denali,135000
29000,2016,gmc,yukon denali,106642
34375,2016,gmc,yukon denali,106024
39995,2016,gmc,yukon denali,86600
34900,2016,gmc,yukon denali,72340
45400,2017,gmc,yukon denali,58800
41699,2017,gmc,yukon denali,82000
51999,2017,gmc,yukon denali,36039
49500,2017,gmc,yukon denali,12188
41895,2017,gmc,yukon denali,66506
45998,2017,gmc,yukon denali,46728
45127,2017,gmc,yukon denali,50870
36900,2017,gmc,yukon denali,94000
51995,2018,gmc,yukon denali,31000
21800,2018,gmc,yukon denali,73000
53252,2018,gmc,yukon denali,36260
57500,2018,gmc,yukon denali,4965
50250,2018,gmc,yukon denali,39000
49995,2018,gmc,yukon denali,40957
52950,2018,gmc,yukon denali,38926
885,2019,gmc,yukon denali,61421
59995,2019,gmc,yukon denali,12766
65000,2019,gmc,yukon denali,8415
57000,2019,gmc,yukon denali,18260
64499,2020,gmc,yukon denali,7700
27995,2015,gmc,yukon 4wd 4dr slt,134129
32500,2016,gmc,yukon 1500,71780
42800,2017,gmc,"yukon ""slt""",29000
17318,2013,gmc,yukon,134238
19395,2013,gmc,yukon,158120
12875,2013,gmc,yukon,175205
23988,2013,gmc,yukon,99737
23985,2013,gmc,yukon,85330
16000,2013,gmc,yukon,135000
12881,2013,gmc,yukon,176779
38495,2013,gmc,yukon,47095
19995,2013,gmc,yukon,155043
10500,2013,gmc,yukon,175641
19490,2013,gmc,yukon,94560
21998,2013,gmc,yukon,116879
1000,2013,gmc,yukon,104604
21995,2013,gmc,yukon,104109
11995,2013,gmc,yukon,180000
19995,2013,gmc,yukon,131541
20395,2013,gmc,yukon,109631
15995,2013,gmc,yukon,157000
21800,2013,gmc,yukon,94983
23888,2013,gmc,yukon,99737
12995,2013,gmc,yukon,162749
16900,2013,gmc,yukon,128600
16499,2013,gmc,yukon,109089
18800,2013,gmc,yukon,158120
15995,2013,gmc,yukon,197681
34995,2014,gmc,yukon,52591
13983,2014,gmc,yukon,180629
19999,2014,gmc,yukon,112450
19995,2014,gmc,yukon,103605
19955,2014,gmc,yukon,93009
34000,2014,gmc,yukon,28000
19995,2014,gmc,yukon,91451
17995,2014,gmc,yukon,129912
21995,2014,gmc,yukon,77015
18500,2014,gmc,yukon,124000
18222,2014,gmc,yukon,163154
18950,2014,gmc,yukon,135693
22760,2014,gmc,yukon,113654
12995,2014,gmc,yukon,176190
29995,2015,gmc,yukon,116422
31995,2015,gmc,yukon,97993
28394,2015,gmc,yukon,114469
28988,2015,gmc,yukon,82300
29500,2015,gmc,yukon,130446
38990,2015,gmc,yukon,62390
34995,2015,gmc,yukon,95232
29995,2015,gmc,yukon,105865
29984,2015,gmc,yukon,61020
26900,2015,gmc,yukon,150210
29995,2015,gmc,yukon,112021
31000,2015,gmc,yukon,90000
43995,2015,gmc,yukon,34797
38999,2015,gmc,yukon,62000
35900,2015,gmc,yukon,65563
30995,2015,gmc,yukon,93505
31995,2015,gmc,yukon,120085
34898,2015,gmc,yukon,69578
37991,2015,gmc,yukon,85491
39950,2015,gmc,yukon,68659
32995,2015,gmc,yukon,151069
28910,2015,gmc,yukon,109540
33999,2015,gmc,yukon,92279
35995,2015,gmc,yukon,90680
30944,2015,gmc,yukon,113108
38460,2015,gmc,yukon,68425
28990,2015,gmc,yukon,93486
34999,2015,gmc,yukon,75403
33865,2015,gmc,yukon,73412
27990,2015,gmc,yukon,124800
31460,2015,gmc,yukon,95957
30995,2015,gmc,yukon,92273
38500,2015,gmc,yukon,59000
26900,2015,gmc,yukon,152210
37967,2015,gmc,yukon,67527
24975,2015,gmc,yukon,133983
24900,2015,gmc,yukon,112000
29000,2015,gmc,yukon,113301
31880,2015,gmc,yukon,103008
33995,2015,gmc,yukon,97197
29995,2015,gmc,yukon,107346
33991,2015,gmc,yukon,111423
35358,2015,gmc,yukon,89213
32995,2015,gmc,yukon,91214
24995,2015,gmc,yukon,144941
31500,2015,gmc,yukon,101911
20000,2015,gmc,yukon,207529
31500,2015,gmc,yukon,92678
33998,2015,gmc,yukon,92579
28000,2015,gmc,yukon,130446
27999,2015,gmc,yukon,108840
35988,2015,gmc,yukon,86570
40995,2016,gmc,yukon,63930
29500,2016,gmc,yukon,105000
42761,2016,gmc,yukon,42202
29999,2016,gmc,yukon,30400
36995,2016,gmc,yukon,81800
32991,2016,gmc,yukon,104820
41995,2016,gmc,yukon,71464
36995,2016,gmc,yukon,43128
40995,2016,gmc,yukon,57671
31950,2016,gmc,yukon,102984
35619,2016,gmc,yukon,73405
22995,2016,gmc,yukon,140000
37950,2016,gmc,yukon,78143
39998,2016,gmc,yukon,101224
37990,2016,gmc,yukon,88301
33988,2016,gmc,yukon,97900
37550,2016,gmc,yukon,70240
31995,2016,gmc,yukon,89365
32777,2016,gmc,yukon,99582
36332,2016,gmc,yukon,84695
32488,2016,gmc,yukon,92941
37977,2016,gmc,yukon,89798
37900,2016,gmc,yukon,59600
34997,2017,gmc,yukon,58003
39000,2017,gmc,yukon,30039
37894,2017,gmc,yukon,89129
43995,2017,gmc,yukon,23965
41995,2017,gmc,yukon,53181
42999,2017,gmc,yukon,59950
37900,2017,gmc,yukon,79508
37980,2017,gmc,yukon,60749
43950,2017,gmc,yukon,78855
44225,2017,gmc,yukon,44982
37995,2017,gmc,yukon,60950
36995,2017,gmc,yukon,59700
45495,2017,gmc,yukon,59733
34995,2017,gmc,yukon,31554
34797,2017,gmc,yukon,58003
37900,2017,gmc,yukon,31800
41999,2017,gmc,yukon,45567
644,2017,gmc,yukon,100966
36995,2017,gmc,yukon,29669
33995,2017,gmc,yukon,29781
39200,2017,gmc,yukon,27700
47998,2017,gmc,yukon,43287
41995,2017,gmc,yukon,69402
43832,2017,gmc,yukon,54325
47595,2017,gmc,yukon,41789
47900,2017,gmc,yukon,31164
38776,2017,gmc,yukon,28289
41495,2018,gmc,yukon,62292
57999,2018,gmc,yukon,35182
21800,2018,gmc,yukon,70000
38899,2018,gmc,yukon,34105
52000,2018,gmc,yukon,25700
52950,2018,gmc,yukon,38926
39463,2018,gmc,yukon,27100
47999,2018,gmc,yukon,49000
37980,2018,gmc,yukon,13075
46999,2018,gmc,yukon,42504
45932,2018,gmc,yukon,32611
42988,2018,gmc,yukon,30700
42950,2019,gmc,yukon,49500
47950,2019,gmc,yukon,40227
62997,2019,gmc,yukon,11924
42798,2019,gmc,yukon,46798
17500,2019,gmc,yukon,15000
46950,2019,gmc,yukon,12949
63847,2020,gmc,yukon,6098
42500,2020,gmc,yukon,12942
53477,2020,gmc,yukon,24263
42995,2020,gmc,yukon,10627
63200,2020,gmc,yukon,24305
52461,2020,gmc,yukon,23380
78989,2021,gmc,yukon,2568
6950,2013,toyota,yaris sedan le,90935
12000,2019,toyota,yaris sedan le,14196
11489,2019,toyota,yaris sedan,21886
9950,2015,toyota,yaris se hatchback,70500
14990,2019,toyota,yaris le sedan 4d,23398
7900,2013,toyota,yaris le hatchback,76000
11951,2018,toyota,yaris le 3-door hatchback,37601
5999,2013,toyota,yaris le,136223
9500,2014,toyota,yaris le,58282
8200,2017,toyota,yaris le,36000
1000,2018,toyota,yaris le,54000
14922,2020,toyota,yaris le,9811
11590,2015,toyota,yaris l hatchback sedan,62919
11990,2015,toyota,yaris l hatchback sedan,62919
11990,2016,toyota,yaris l hatchback sedan,72784
10590,2015,toyota,yaris l hatchback coupe,48964
14988,2018,toyota,yaris l hatchback automatic,24384
6900,2014,toyota,yaris l,104197
8495,2015,toyota,yaris l,71585
12590,2017,toyota,yaris ia sedan 4d,55231
13990,2017,toyota,yaris ia sedan 4d,26249
12590,2017,toyota,yaris ia sedan 4d,46841
13990,2017,toyota,yaris ia sedan 4d,10045
15590,2018,toyota,yaris ia sedan 4d,4002
12450,2018,toyota,yaris ia sedan,17569
11998,2018,toyota,yaris ia base,62501
9995,2017,toyota,yaris ia,43285
12000,2017,toyota,yaris ia,41172
10495,2017,toyota,yaris ia,67254
11569,2017,toyota,yaris ia,19737
10495,2017,toyota,yaris ia,74446
11990,2017,toyota,yaris ia,33575
8295,2017,toyota,yaris ia,39985
10597,2017,toyota,yaris ia,22948
9800,2017,toyota,yaris ia,53220
11998,2018,toyota,yaris ia,62501
11995,2018,toyota,yaris ia,40310
12500,2018,toyota,yaris ia,23007
12950,2018,toyota,yaris ia,31829
12598,2018,toyota,yaris ia,34629
13295,2018,toyota,yaris ia,38000
12797,2018,toyota,yaris ia,57428
12970,2018,toyota,yaris ia,26861
14499,2018,toyota,yaris ia,9564
13498,2018,toyota,yaris ia,13645
15895,2018,toyota,yaris ia,38226
12158,2018,toyota,yaris ia,37402
13999,2018,toyota,yaris ia,35850
8900,2018,toyota,yaris ia,43000
10950,2018,toyota,yaris ia,67910
14871,2018,toyota,yaris ia,30437
13552,2018,toyota,yaris ia,29796
12997,2018,toyota,yaris ia,32656
10950,2018,toyota,yaris ia,60773
7900,2017,toyota,yaris hatchback,47777
5700,2013,toyota,yaris,130000
8990,2013,toyota,yaris,83175
7995,2013,toyota,yaris,98128
7995,2013,toyota,yaris,80591
4500,2013,toyota,yaris,167687
7900,2014,toyota,yaris,55097
6995,2014,toyota,yaris,129834
9999,2014,toyota,yaris,66283
8890,2015,toyota,yaris,85963
7995,2015,toyota,yaris,99003
10500,2015,toyota,yaris,48873
6500,2015,toyota,yaris,112600
5980,2015,toyota,yaris,22000
7949,2015,toyota,yaris,88561
9990,2016,toyota,yaris,72090
9991,2016,toyota,yaris,56942
8900,2016,toyota,yaris,68900
9989,2017,toyota,yaris,56389
11950,2017,toyota,yaris,52472
10990,2017,toyota,yaris,69170
10295,2017,toyota,yaris,79469
13988,2018,toyota,yaris,20009
14495,2019,toyota,yaris,25000
14900,2019,toyota,yaris,8881
11500,2019,toyota,yaris,26684
70000,2020,tesla,y performance,2500
16990,2014,subaru,xv crosstrek premium,47370
17750,2014,subaru,xv crosstrek premium,53349
17590,2014,subaru,xv crosstrek premium,46204
18590,2015,subaru,xv crosstrek premium,47527
19590,2015,subaru,xv crosstrek premium,36606
16988,2014,subaru,xv crosstrek limited spo,88504
13995,2014,subaru,xv crosstrek limited awd,90790
16990,2014,subaru,xv crosstrek limited,48091
17990,2014,subaru,xv crosstrek limited,51418
13990,2014,subaru,xv crosstrek limited,120813
17990,2014,subaru,xv crosstrek limited,57661
18990,2014,subaru,xv crosstrek limited,40170
17590,2014,subaru,xv crosstrek limited,63706
16990,2014,subaru,xv crosstrek limited,71400
18590,2014,subaru,xv crosstrek limited,42032
20995,2014,subaru,xv crosstrek limited,59749
20990,2015,subaru,xv crosstrek limited,23685
17990,2015,subaru,xv crosstrek limited,50207
15990,2015,subaru,xv crosstrek limited,98298
19990,2015,subaru,xv crosstrek limited,23685
20590,2015,subaru,xv crosstrek limited,36401
21990,2015,subaru,xv crosstrek limited,16074
16590,2015,subaru,xv crosstrek limited,98298
9995,2014,subaru,xv crosstrek hybrid one owner,106343
14200,2014,subaru,xv crosstrek hybrid,68200
12995,2014,subaru,xv crosstrek hybrid,99893
17990,2014,subaru,xv crosstrek hybrid,27929
9500,2015,subaru,xv crosstrek hybrid,150000
11900,2013,subaru,xv crosstrek,89056
15700,2013,subaru,xv crosstrek,79369
10799,2013,subaru,xv crosstrek,94172
12987,2013,subaru,xv crosstrek,109356
12495,2013,subaru,xv crosstrek,105717
9995,2013,subaru,xv crosstrek,144755
12000,2013,subaru,xv crosstrek,125559
